filename,src_dataset,src,label,format,date,w,h,size,estimated_QF,md5,IQA_QCN,IQA_LoDa,IQA_TReS,DMID,CoDE,D3,B-Free,DRCT,CO-SPY
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02247.png,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,PNG,2017-11-16 15:11:04+00:00,600,581,348600,200,f4b1e75fa6077837ee38adc566b99393,42.94679641723633,0.0499739050865173,52.71831130981445,0.0016753217592913,-0.3380930059291082,-0.4047493588804151,-1.365405412236856,0.8263253578622981,0.2858313319121057
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02243.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-04-03 14:16:56+00:00,1024,1024,1048576,85,d120419631f0124cbf8c1edb6f427d1e,78.05831909179688,0.6468877792358398,100.55582427978516,0.6950648337849084,-1.7565351942093246,0.241199202771521,17.687663169953346,-0.0492244260236094,0.6504504318516292
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02246.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-05 22:55:31+00:00,1170,1134,1326780,89,8956f4cd02be4a37986103785be4d6da,45.78733825683594,0.050194002687931,53.25189208984375,0.2283658706760372,-0.0045930611774229,-0.521728642470269,0.9915405781075532,1.0603819843705409,0.4464966464480786
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02244.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-09 11:47:28+00:00,720,698,502560,65,76dc809e0d2d4deb5d772ec9b90a7641,43.51116180419922,0.061543084681034,53.4376335144043,0.1707784871426814,-0.1292335365728252,-0.5224394166803705,-0.8907677293167957,0.7014807092267561,0.8256591036887577
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02248.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-12 18:34:02+00:00,1024,1010,1034240,89,f5dc935642f4e18b6c79816b67bd4f57,48.870391845703125,0.0803206786513328,57.62094879150391,0.2393123697117045,-0.121994047613952,-0.7036290940501553,-0.423972724267461,0.6804774553941809,0.1628971695442631
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02270.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-13 11:04:00+00:00,720,712,512640,75,542f70e5021bbd33ebadcf911649b490,54.66974258422852,0.1245011463761329,63.742034912109375,0.1834835457556687,0.0031442220703163,-0.8899808795416237,-1.0324882944457905,0.3441639760250831,0.1116564356738333
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02268.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-13 12:13:05+00:00,720,724,521280,65,fd224b217c4efcbe189ca185db845a09,40.13103866577149,0.0514265708625316,52.46537399291992,0.1385690266600114,-0.1766973782523788,-0.4834826557728233,-0.95895999296748,0.5650425544561457,1.257292272976349
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02263.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-14 08:43:51+00:00,914,920,840880,85,36ef203b876b6576b28753c384cdbe5c,49.390357971191406,0.106058768928051,59.598876953125,0.1991930790249256,-0.0496939983979125,-0.4472523262550779,0.2030456244402227,0.8922294700568411,0.1851525691498236
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02269.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-14 08:48:05+00:00,400,400,160000,85,d88da6631bffe5338b2c59cd70ef39f6,41.43307113647461,0.076036237180233,57.05585861206055,-0.0206369592476309,0.0239114691505317,-0.425713764953906,-0.9426849663147072,0.4234559034080501,0.2930582951710502
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02242.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-16 17:11:19+00:00,680,659,448120,85,bd19401960411b334aadf736e9bfe997,43.69204711914063,0.0514485538005828,53.20013427734375,0.0990393070271797,-0.1852969367368999,-0.5357957475919323,-0.9744974180595104,0.8361449991513695,0.4360447675121899
