src,type,label,IQA_QCN,IQA_LoDa,IQA_TReS,DMID,CoDE,D3,B-Free,DRCT,CO-SPY
source/dalle2/r000da54ft.png,dalle2,FAKE,69.46003723144531,0.4757384359836578,77.17745208740234,-7.542035579681396,-4.040745518542867,-5.409422397613525,5.253562927246094,1.780665636062622,-1.842589855194092
source/dalle2/r001d260dt.png,dalle2,FAKE,74.07105255126953,0.630358099937439,81.3721923828125,-16.869709014892578,-3.849987633486601,-0.775765597820282,7.171288967132568,2.77592134475708,2.274585247039795
source/dalle2/r002fc3e2t.png,dalle2,FAKE,58.51033401489258,0.2028189748525619,70.35820770263672,-11.896129608154297,-4.452768954691725,-3.553208112716675,4.877630710601807,4.5767741203308105,0.5851075649261475
source/dalle2/r00444b95t.png,dalle2,FAKE,71.42005157470703,0.5239705443382263,85.22747039794922,-15.286819458007812,-5.3685866277348175,-0.0684911385178566,4.498106479644775,4.581682205200195,-3.020714282989502
source/dalle2/r005f3e70t.png,dalle2,FAKE,76.81047821044922,0.5450596809387207,86.14112091064453,-15.678762435913086,-2.749017474051955,-4.022650241851807,5.6925482749938965,2.237008571624756,0.1199462413787841
source/dalle2/r00617aa1t.png,dalle2,FAKE,67.7601547241211,0.4264730513095855,76.4110336303711,-9.49911403656006,-4.195928294541289,-3.148142576217652,6.072950839996338,1.2672748565673828,-1.5103754997253418
source/dalle2/r00679daet.png,dalle2,FAKE,75.85684967041016,0.5192787051200867,85.83667755126953,-6.624626636505127,0.1444566009767658,-2.169111967086792,-0.398812860250473,2.522037506103516,2.381085157394409
source/dalle2/r006b0e4bt.png,dalle2,FAKE,74.48199462890625,0.5699354410171509,87.21984100341797,-8.851558685302734,-2.121743865381656,-0.6603591442108154,8.074447631835938,2.42374324798584,1.9543620347976685
source/dalle2/r006fcc20t.png,dalle2,FAKE,65.4063720703125,0.3105960488319397,70.98025512695312,-9.907578468322754,-5.432253920789357,-0.4389948546886444,3.720333814620972,1.0935968160629272,-2.502960205078125
source/dalle2/r007f5116t.png,dalle2,FAKE,67.64250183105469,0.4198260903358459,79.7663345336914,-6.180858135223389,-5.940454744261455,0.8200048804283142,7.354133605957031,3.1083240509033203,-1.2696471214294434
source/dalle2/r00816405t.png,dalle2,FAKE,68.70072937011719,0.4741627871990204,82.95793151855469,-19.53023910522461,-1.504830312819278,-6.57167911529541,5.334582805633545,1.3945684432983398,0.5353416204452515
source/dalle2/r00869422t.png,dalle2,FAKE,60.31861877441406,0.3223051130771637,72.48123931884766,-10.08791732788086,5.3270277185271695,-6.625091075897217,2.2359797954559326,-0.7918489575386047,-2.5869858264923096
source/dalle2/r00879054t.png,dalle2,FAKE,56.61868667602539,0.4119701385498047,75.94865417480469,-11.451106071472168,-8.161036604986435,0.3938657343387604,3.624715566635132,1.427849054336548,2.5475428104400635
source/dalle2/r008a2095t.png,dalle2,FAKE,72.0516357421875,0.4467613399028778,82.27597045898438,-14.953298568725586,0.9458562796351696,3.110803604125977,7.247978210449219,1.054033875465393,0.2419919967651367
source/dalle2/r008ed083t.png,dalle2,FAKE,47.11924362182617,0.3651774823665619,72.68323516845703,-10.08757781982422,-10.434841173123068,4.141886234283447,2.3337459564208984,3.0799031257629395,2.2107133865356445
source/dalle2/r00a940e1t.png,dalle2,FAKE,70.13134002685547,0.5334751009941101,79.3325424194336,-12.86956787109375,-3.4792507891281685,7.062216758728027,6.063313007354736,2.379472255706787,-0.0359158515930175
source/dalle2/r00b3931bt.png,dalle2,FAKE,69.42401885986328,0.4524083137512207,81.1781234741211,-14.53189468383789,-9.27640621063152,-2.019125938415528,5.398738861083984,2.9892289638519287,3.0667529106140137
source/dalle2/r00b8d4a2t.png,dalle2,FAKE,73.6262435913086,0.5749139189720154,88.19666290283203,-13.756630897521973,0.7449233702642717,-5.13788652420044,5.71920108795166,2.7597217559814453,-0.0839179754257202
source/dalle2/r00c0995ft.png,dalle2,FAKE,64.48121643066406,0.2879175245761871,77.65087127685547,-4.6164374351501465,-3.756086455001491,-5.120150566101074,5.439129829406738,2.855041027069092,-0.5835094451904297
source/dalle2/r00c4a543t.png,dalle2,FAKE,53.918975830078125,0.2012253552675247,64.35076141357422,-8.63986587524414,-3.841082693788663,0.2830853164196014,3.162668466567993,1.2754240036010742,-5.805118083953857
