filename,src_dataset,src,label,format,date,w,h,size,estimated_QF,md5,IQA_QCN,IQA_LoDa,IQA_TReS,DMID,CoDE,D3,B-Free,DRCT,CO-SPY
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02247.png,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,PNG,2017-11-16 15:11:04+00:00,600,581,348600,200,f4b1e75fa6077837ee38adc566b99393,42.94679641723633,0.0499739050865173,52.71831130981445,-0.2308974494791265,0.1955780664540782,-1.6110671165883226,-1.89477530398218,0.9976858051155224,1.5020877814128708
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02243.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-04-03 14:16:56+00:00,1024,1024,1048576,85,d120419631f0124cbf8c1edb6f427d1e,78.05831909179688,0.6468877792358398,100.55582427978516,0.4002592755620884,-1.539014117449219,1.6580103797382248,18.378389928862724,0.1723065868449509,3.795307381700844
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02246.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-05 22:55:31+00:00,1170,1134,1326780,89,8956f4cd02be4a37986103785be4d6da,45.78733825683594,0.050194002687931,53.25189208984375,0.2832166475627449,-0.6945411530871527,-1.644739905185312,-0.3441716193953275,1.2058505553789085,2.00704742217232
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02244.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-09 11:47:28+00:00,720,698,502560,65,76dc809e0d2d4deb5d772ec9b90a7641,43.51116180419922,0.061543084681034,53.4376335144043,0.1399739358556977,-0.3120715145220447,-1.6395494550359488,-1.889288157325394,0.8864513401732579,3.2795444642990272
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02248.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-12 18:34:02+00:00,1024,1010,1034240,89,f5dc935642f4e18b6c79816b67bd4f57,48.870391845703125,0.0803206786513328,57.62094879150391,0.2396543124041708,-0.2030491559237195,-1.6068793156508774,-1.5624376634580714,0.8740351256300206,1.1479533196644662
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02270.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-13 11:04:00+00:00,720,712,512640,75,542f70e5021bbd33ebadcf911649b490,54.66974258422852,0.1245011463761329,63.742034912109375,0.0561122185975435,-0.6751220149654864,-1.544934529174092,-2.033191297296684,0.5333539191119336,1.0284095949456635
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02268.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-13 12:13:05+00:00,720,724,521280,65,fd224b217c4efcbe189ca185db845a09,40.13103866577149,0.0514265708625316,52.46537399291992,0.0919676227530996,-0.2378101455512838,-1.640023548612496,-1.9192996243764773,0.7494796235541615,4.743957733632189
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02263.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-14 08:43:51+00:00,914,920,840880,85,36ef203b876b6576b28753c384cdbe5c,49.390357971191406,0.106058768928051,59.598876953125,0.1143690356309692,-0.3372706431384651,-1.5508591244534635,-1.035929857486785,1.0952564861563092,1.236610246467209
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02269.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-14 08:48:05+00:00,400,400,160000,85,d88da6631bffe5338b2c59cd70ef39f6,41.43307113647461,0.076036237180233,57.05585861206055,-0.3078904266175493,-0.7688440532307812,-1.585280488773622,-1.9349985854513605,0.610740053166307,1.5472046819329983
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02242.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-16 17:11:19+00:00,680,659,448120,85,bd19401960411b334aadf736e9bfe997,43.69204711914063,0.0514485538005828,53.20013427734375,0.0036076098001762,-0.214211508671674,-1.6441121666796177,-1.927913433971538,1.007605797667227,1.9752498631415496
