filename,src_dataset,src,label,format,date,w,h,size,estimated_QF,md5,IQA_QCN,IQA_LoDa,IQA_TReS,DMID,CoDE,D3,B-Free,DRCT,CO-SPY
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02247.png,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,PNG,2017-11-16 15:11:04+00:00,600,581,348600,200,f4b1e75fa6077837ee38adc566b99393,42.94679641723633,0.0499739050865173,52.71831130981445,-5.311212062835693,-0.7626507286316867,-6.706314086914063,-4.88474702835083,5.618500709533691,-0.2575211524963379
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02243.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-04-03 14:16:56+00:00,1024,1024,1048576,85,d120419631f0124cbf8c1edb6f427d1e,78.05831909179688,0.6468877792358398,100.55582427978516,-1.8212870359420776,-7.674718168955099,0.554132342338562,7.0517096519470215,2.489223957061768,1.1210577487945557
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02246.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-05 22:55:31+00:00,1170,1134,1326780,89,8956f4cd02be4a37986103785be4d6da,45.78733825683594,0.050194002687931,53.25189208984375,1.377153992652893,-4.01901266478508,-7.479666709899902,-0.131630077958107,6.328586578369141,0.430974006652832
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02244.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-09 11:47:28+00:00,720,698,502560,65,76dc809e0d2d4deb5d772ec9b90a7641,43.51116180419922,0.061543084681034,53.4376335144043,-0.5406539440155029,-2.570906960873014,-7.320883274078369,-2.7191522121429443,5.193023681640625,1.987493276596069
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02248.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-12 18:34:02+00:00,1024,1010,1034240,89,f5dc935642f4e18b6c79816b67bd4f57,48.870391845703125,0.0803206786513328,57.62094879150391,0.5743622779846191,-2.188413578533842,-8.184464454650879,-1.8562757968902588,5.077151298522949,-0.8082871437072754
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02270.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-13 11:04:00+00:00,720,712,512640,75,542f70e5021bbd33ebadcf911649b490,54.66974258422852,0.1245011463761329,63.742034912109375,-1.9591867923736568,-3.9451899474686094,-8.615667343139648,-2.8533589839935303,3.925914764404297,-1.0388569831848145
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02268.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-13 12:13:05+00:00,720,724,521280,65,fd224b217c4efcbe189ca185db845a09,40.13103866577149,0.0514265708625316,52.46537399291992,-1.0912212133407593,-2.2937173822018946,-7.209773540496826,-2.905282974243164,4.779891014099121,3.638593673706055
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02263.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-14 08:43:51+00:00,914,920,840880,85,36ef203b876b6576b28753c384cdbe5c,49.390357971191406,0.106058768928051,59.598876953125,-1.1492613554000854,-2.68705027334761,-6.274027824401856,-1.024229884147644,5.641970634460449,-0.717552900314331
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02269.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-14 08:48:05+00:00,400,400,160000,85,d88da6631bffe5338b2c59cd70ef39f6,41.43307113647461,0.076036237180233,57.05585861206055,-6.328080177307129,-4.308218282693622,-6.507336616516113,-2.7926478385925293,4.261761665344238,-0.2376714944839477
ReWIND/ammeba/FAKE/00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71/02242.jpg,ammeba,00fcc7beabd4f46e3d586aaf9b191d30d38ec12b37b5a3b082010a71,FAKE,JPEG,2023-06-16 17:11:19+00:00,680,659,448120,85,bd19401960411b334aadf736e9bfe997,43.69204711914063,0.0514485538005828,53.20013427734375,-2.237373352050781,-2.207968000306646,-7.553670406341553,-2.9430863857269287,5.644208908081055,0.3863125443458557
